X	Y	ID	NOME	ESTADO	MUNICÍPIO	BACIA	SUB-BACIA	RESPONSÁVEL	OPERADORA	ALTITUDE	ESTAÇÃO PLUVIOMÉTRICA	REGISTRADOR DE CHUVA	ESTAÇÃO CLIMATOLÓGICA	INÍCIO - PERÍODO PLUVIOMÉTRICO	FIM - PERÍODO PLUVIOMÉTRICO	INÍCIO - PERÍODO REGISTRADOR DE CHUVA	FIM - PERÍODO REGISTRADOR DE CHUVA	INÍCIO - PERÍODO CLIMATOLÓGICO	FIM - PERÍODO CLIMATOLÓGICO
-42,498	-22,279	2242393	NOVA FRIBURGO_Nova Suiça	RIO DE JANEIRO	NOVA FRIBURGO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1005	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9961	-22,8181	2242394	SÃO GONÇALO_Vila Três	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	24	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,975	-22,7839	2242395	SÃO GONÇALO_Estrada de Guaxindiba	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	10	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9639	-22,8081	2242396	SÃO GONÇALO_Vista Alegre	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	22	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9419	-22,845	2242397	SÃO GONÇALO_Quinta Dom Ricardo	RIO DE JANEIRO	SÃO GONÇALO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	45	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9239	-22,15	2242398	SÃO JOSÉ DO VALE DO RIO PRETO_Centro	RIO DE JANEIRO	SÃO JOSÉ DO VALE DO RIO PRETO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	620	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9469	-22,1661	2242399	SÃO JOSÉ DO VALE DO RIO PRETO_Águas Claras	RIO DE JANEIRO	SÃO JOSÉ DO VALE DO RIO PRETO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	541	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9069	-22,1719	2242400	SÃO JOSÉ DO VALE DO RIO PRETO_Estrada do Oirindi	RIO DE JANEIRO	SÃO JOSÉ DO VALE DO RIO PRETO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	819	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,983	-22,05	2242401	SAPUCAIA_Secretaria de Transportes	RIO DE JANEIRO	SAPUCAIA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	330	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,3999	-22,646	2242402	SILVA JARDIM_Reginópolis	RIO DE JANEIRO	SILVA JARDIM	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	16	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,736	-22,145	2242403	SUMIDOURO_Estrada Municipal SU-02	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	987	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,627	-22,031	2242404	SUMIDOURO_Estrada Municipal SU-12	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	398	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,654	-22,047	2242405	SUMIDOURO_Estrada Municipal SU-36	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	412	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,725	-22,219	2242406	SUMIDOURO_São Bento	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1014	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,732	-22,199	2242407	SUMIDOURO_Soledade	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	972	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,673	-22,048	2242408	SUMIDOURO_Centro	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	360	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,681	-22,196	2242409	SUMIDOURO_EEMF Vale dos Pinheiros	RIO DE JANEIRO	SUMIDOURO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	945	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7331	-22,7361	2242410	TANGUÁ_Centro	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	27	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7269	-22,725	2242411	TANGUÁ_CEDAE	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	34	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7181	-22,8	2242412	TANGUÁ_Posse	RIO DE JANEIRO	TANGUÁ	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	59	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9519	-22,4369	2242413	TERESÓPOLIS_Jardim Meudon	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1033	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9731	-22,3981	2242414	TERESÓPOLIS_Quinta da Barra	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	912	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9431	-22,4361	2242415	TERESÓPOLIS_Meudon	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	952	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9619	-22,4281	2242416	TERESÓPOLIS_São Pedro	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	934	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,955	-22,4	2242417	TERESÓPOLIS_Fonte Santa	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	880	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9581	-22,2731	2242418	TERESÓPOLIS_Est.RioBahia	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	827	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9811	-22,4181	2242419	TERESÓPOLIS_Panorama	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	985	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7369	-22,2619	2242420	TERESÓPOLIS_Vieira	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1006	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,98	-22,3381	2242421	TERESÓPOLIS_Fazenda Alpina	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	883	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9661	-22,4169	2242422	TERESÓPOLIS_Morro dos Pinheiros	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	988	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9981	-22,39	2242423	TERESÓPOLIS_Parque do Imbui	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	883	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,87	-22,32	2242424	TERESÓPOLIS_Venda Nova	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	790	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7231	-22,2819	2242425	TERESÓPOLIS_Vieira2	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1135	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,9439	-22,3531	2242426	TERESÓPOLIS_Tres Corregos	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	765	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7319	-22,275	2242427	TERESÓPOLIS_Est. Teresópolis/Nova Friburgo 2	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	1086	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,7961	-22,275	2242428	TERESÓPOLIS_Bonsucesso	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	874	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,8719	-22,3739	2242429	TERESÓPOLIS_Vargem Grande	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	859	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,81	-22,2881	2242430	TERESÓPOLIS_Est. Teresópolis/Nova Friburgo	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	871	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,8511	-22,1819	2242431	TERESÓPOLIS_Serra do Capim	RIO DE JANEIRO	TERESÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	834	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,78	-22,1219	2242432	TERESÓPOLIS_Volta do Pião	RIO DE JANEIRO	SÃO JOSÉ DO VALE DO RIO PRETO	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	929	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,07	-22,079	2242433	TRAJANO DE MORAIS_Avenida Amaral Teixeira	RIO DE JANEIRO	TRAJANO DE MORAIS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	699	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-42,068	-22,064	2242434	TRAJANO DE MORAIS_Sede Defesa Civil	RIO DE JANEIRO	TRAJANO DE MORAIS	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	CENTRO NACIONAL DE MONITORAMENTO E ALERTAS DE DESASTRES NATURAIS	676	SIM	NÃO	NÃO	01/01/2014	--	--	--	--	--
-43,7978	-22,4506	2243002	BARRA DO PIRAÍ	RIO DE JANEIRO	BARRA DO PIRAÍ	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	350	SIM	NÃO	NÃO	01/12/1943	--	--	--	--	--
-43,2911	-22,1483	2243003	PARAÍBA DO SUL	RIO DE JANEIRO	PARAÍBA DO SUL	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	300	SIM	NÃO	NÃO	01/01/1939	--	--	--	--	--
-43,9294	-22,2875	2243004	CONSERVATORIA	RIO DE JANEIRO	VALENÇA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	550	SIM	NÃO	NÃO	01/04/1945	--	01/05/1981	01/06/2017	--	--
-43,7036	-22,2189	2243005	VALENÇA	RIO DE JANEIRO	VALENÇA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	549	SIM	NÃO	NÃO	01/06/1944	--	--	--	--	--
-43,7525	-22,1569	2243006	PENTAGNA	RIO DE JANEIRO	VALENÇA	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	497	SIM	NÃO	NÃO	01/12/1941	--	--	--	--	--
-43,6233	-22,2086	2243007	TABOAS	RIO DE JANEIRO	RIO DAS FLORES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	444	SIM	NÃO	NÃO	01/12/1941	--	--	--	--	--
-43,5567	-22,0858	2243008	MANUEL DUARTE	RIO DE JANEIRO	RIO DAS FLORES	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	396	SIM	NÃO	NÃO	01/02/1942	--	01/12/1967	01/06/2017	--	--
-43,1492	-22,4853	2243010	ITAMARATI - SE	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	1085	SIM	NÃO	NÃO	01/07/1938	--	--	--	--	--
-43,1703	-22,4381	2243011	RIO DA CIDADE	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	704	SIM	NÃO	NÃO	01/07/1938	--	01/07/1938	01/06/2017	--	--
-43,1361	-22,3325	2243012	PEDRO DO RIO	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	645	SIM	NÃO	NÃO	01/11/1938	--	--	--	--	--
-43,0972	-22,2439	2243013	AREAL (GRANJA GABI)	RIO DE JANEIRO	TRÊS RIOS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	450	SIM	NÃO	NÃO	01/08/1930	--	--	--	--	--
-43,1781	-22,2997	2243014	FAGUNDES	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	460	SIM	NÃO	NÃO	01/07/1938	--	--	--	--	--
-43,1542	-22,1403	2243015	MOURA BRASIL	RIO DE JANEIRO	TRÊS RIOS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	278	SIM	NÃO	NÃO	01/05/1936	--	--	--	--	--
-43,0083	-22,1931	2243016	MORELI (PARADA MORELI)	RIO DE JANEIRO	PETRÓPOLIS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	AGÊNCIA NACIONAL DE ÁGUAS	CIA DE PESQUISA DE RECURSOS MINERAIS	600	SIM	NÃO	NÃO	01/01/1955	--	--	--	--	--
-43,1542	-22,1403	2243021	UHE SIMPLÍCIO MOURA BRASIL	RIO DE JANEIRO	TRÊS RIOS	ATLÂNTICO, TRECHO LESTE	RIO PARAÍBA DO SUL	FURNAS CENTRAIS ELÉTRICAS S.A.	FURNAS CENTRAIS ELÉTRICAS S.A.	278	SIM	NÃO	NÃO	01/10/2016	--	--	--	--	--
-43,38333333	-22,86666667	2243060	RIO DE JANEIRO (AFONSOS - SBAF)	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	34	SIM	SIM	SIM	01/11/1923	--	01/11/1923	--	01/11/1923	--
-43,25	-22,8	2243061	RIO DE JANEIRO (GALEÃO - SBGL)	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	9	SIM	SIM	SIM	01/05/1946	--	01/05/1946	--	01/05/1946	--
-43,71666667	-22,91666667	2243062	RIO DE JANEIRO (STA CRUZ - SBSC)	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	DIRETORIA DE ELETRÔNICA E PROTEÇÃO AO VÔO DO MINISTÉRIO DA AERONÁUTICA	3	SIM	SIM	SIM	01/03/1946	--	01/03/1946	--	01/03/1946	--
-43,16666667	-22,9	2243064	ILHA FISCAL	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	COMANDO DE HIDROGRAFIA E NAVEGAÇÃO DO MINISTÉRIO DA MARINHA	COMANDO DE HIDROGRAFIA E NAVEGAÇÃO DO MINISTÉRIO DA MARINHA	10	SIM	SIM	SIM	01/03/1962	--	01/03/1962	--	01/03/1962	--
-43,42	-22,92166667	2243083	ELETROBRÁS	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	40	SIM	SIM	NÃO	01/12/1968	--	01/12/1968	--	--	--
-43,42583333	-22,86583333	2243088	REALENGO - 4DR 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	30	SIM	SIM	NÃO	01/01/1965	--	01/01/1965	--	--	--
-43,54472222	-22,91777778	2243089	CAMPO GRANDE - 7DR	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	18	SIM	SIM	NÃO	01/01/1965	--	01/01/1965	--	--	--
-43,24888889	-22,88805556	2243092	BENFICA - CCPL 	RIO DE JANEIRO	RIO DE JANEIRO	ATLÂNTICO, TRECHO LESTE	RIOS MACAÉ, SÃO JOÃO E OUTROS	INSTITUTO ESTADUAL DO AMBIENTE	INSTITUTO ESTADUAL DO AMBIENTE	2	SIM	SIM	NÃO	01/07/1969	--	01/07/1969	--	--	--
